-3.081815037590721658e+03,2.898184339651957998e+03,1.866306979393059748e+02
1.580397082243960540e+03,-3.585525442338180710e+03,2.008128360094071695e+03
7.300032064476743471e+03,-8.870236541178217522e+03,1.573204476699871748e+03
-1.413361104959824615e+03,1.101029291867337179e+03,3.153318130925545688e+02
-6.881590528620850478e+01,-5.137742270295397873e+01,1.231933279895543762e+02
-1.039885346384080322e+03,2.596886580091068026e+03,-1.554001233706817402e+03
7.251916429364696342e+03,9.784288631548266721e+02,-8.227345292520836665e+03
-5.269147018463514769e+02,2.045122995431170011e+03,-1.515208293585188585e+03
-1.522493549279437275e+02,3.247213937933771376e+03,-3.091964583006104021e+03
4.243430160161253184e+02,-3.234562644943500800e+03,2.813219628927313352e+03
-4.051445835501371675e+03,7.593763926923018516e+03,-3.539318091423703663e+03
4.310635814387993378e+03,1.494884090675301650e+03,-5.802519905063723854e+03
4.972798487221094632e+01,-3.711374883299236416e+01,-9.614236040958989093e+00
